Player_ID,Player_Name,Weight_W,Role,Cluster_ID
71,ロドリゲス,-0.9162808,投手,
72,万波中正,1.3394266,打者,1.0
73,三好大倫,0.2904336,打者,1.0
74,三嶋一輝,-0.50005686,投手,
75,三森大貴,-0.39955044,打者,1.0
76,三浦瑞樹,1.2051415,投手,
77,上原健太,-0.33214635,投手,
78,上川畑大悟,0.21560116,打者,1.0
79,上本崇司,0.5530606,打者,1.0
80,上林誠知,-0.7183751,打者,2.0
81,上田大河,0.9585424,投手,
82,上田希由翔,0.23598368,打者,0.0
83,上茶谷大河,-0.09736933,投手,
84,並木秀尊,-0.71870553,打者,2.0
85,中山礼都,-0.061984546,打者,2.0
86,中島卓也,0.0050818794,打者,2.0
87,中島大輔,-0.37791386,打者,2.0
88,中島宏之,-1.1578796,打者,1.0
89,中川圭太,-0.0065904097,打者,2.0
90,中川皓太,-0.81824434,投手,
91,中川虎大,-0.92925143,投手,
92,中川颯,0.6084706,投手,
93,中村亮太,-0.4759155,投手,
94,中村健人,-0.3964908,打者,1.0
95,中村剛也,0.6588796,打者,1.0
96,中村奨吾,0.40465236,打者,1.0
97,中村奨成,0.09038205,打者,2.0
98,中村悠平,1.8673645,打者,2.0
99,中村晃,-0.022613697,打者,1.0
100,中村祐太,0.45837685,投手,
101,中村稔弥,-0.5303933,投手,
102,中村貴浩,-1.9786769,打者,1.0
103,中森俊介,-0.23453134,投手,
104,中田翔,-1.6731979,打者,1.0
105,中野拓夢,0.742024,打者,0.0
106,中﨑翔太,1.2991693,投手,
107,丸佳浩,-1.251233,打者,2.0
108,丸山和郁,1.4722313,打者,2.0
109,丸山翔大,-1.4318976,投手,
110,久保修,0.6741923,打者,1.0
111,九里亜蓮,0.8973884,投手,
112,二保旭,0.14279084,投手,
113,二俣翔一,-0.47284055,打者,2.0
114,五十幡亮汰,0.42936978,打者,2.0
115,井上広大,-3.075905,打者,1.0
116,井上朋也,0.3721921,打者,1.0
117,井上温大,-0.8347623,投手,
118,井上絢登,1.5477548,打者,1.0
119,井口和朋,-0.29649746,投手,
120,京山将弥,0.52976793,投手,
121,京本眞,0.39855084,投手,
122,京田陽太,0.05120317,打者,2.0
123,今井達也,0.12789237,投手,
124,今宮健太,-1.4692371,打者,2.0
125,今川優馬,-1.9596694,打者,1.0
126,今村信貴,-1.5018853,投手,
127,今野龍太,0.07952327,投手,
128,仲地礼亜,0.56662446,投手,
129,仲田侑仁,0.39061537,打者,2.0
130,仲田慶介,-0.26496062,打者,1.0
131,伊勢大夢,-1.6076158,投手,
132,伊藤優輔,1.554113,投手,
133,伊藤光,1.7496707,打者,1.0
134,伊藤大海,0.75542843,投手,
135,伊藤将司,-0.36595693,投手,
136,伊藤琉偉,0.993556,打者,2.0
137,伊藤茉央,-0.37803173,投手,
138,伊藤裕季也,-0.98927677,打者,2.0
139,伏見寅威,1.8282737,打者,2.0
140,佐々木俊輔,1.7031866,打者,2.0
141,佐々木千隼,-0.5162142,投手,
142,佐々木朗希,-0.64858353,投手,
143,佐藤一磨,-0.07262573,投手,
144,佐藤啓介,-0.28593802,打者,1.0
145,佐藤直樹,-0.8813267,打者,2.0
146,佐藤蓮,0.2095283,投手,
147,佐藤輝明,-0.8254701,打者,0.0
148,佐藤都志也,0.5373874,打者,0.0
149,佐藤隼輔,-0.05210806,投手,
150,佐藤龍世,-1.4332294,打者,1.0
151,佐野恵太,-1.2018756,打者,2.0
152,佐野皓大,0.46772245,打者,1.0
153,元山飛優,1.3338274,打者,1.0
154,元謙太,0.07165028,打者,1.0
155,児玉亮涼,0.4067022,打者,1.0
156,入江大樹,0.54275715,打者,1.0
157,八木彬,1.525039,投手,
158,内山壮真,-0.31556183,打者,2.0
159,内星龍,1.4028339,投手,
160,内田湘大,0.047074806,打者,1.0
161,内藤鵬,0.37600273,打者,1.0
162,則本昂大,0.2685532,投手,
163,前佑囲斗,0.25666958,投手,
164,前川右京,1.1066368,打者,0.0
165,前田悠伍,-0.82699674,投手,
166,前田純,0.46452063,投手,
167,加治屋蓮,0.9755983,投手,
168,加藤匠馬,-0.8380442,打者,1.0
169,加藤豪将,0.17447029,打者,1.0
170,加藤貴之,0.28364015,投手,
171,勝野昌慶,-0.307168,投手,
172,北山亘基,0.4364106,投手,
173,北村拓己,-1.2779584,打者,1.0
174,北浦竜次,1.8043864,投手,
175,原口文仁,-1.6424395,打者,1.0
176,原樹理,-1.0232962,投手,
177,又吉克樹,-0.09910986,投手,
178,又木鉄平,-1.8237898,投手,
179,及川雅貴,-1.2117829,投手,
180,友杉篤輝,-0.11462648,打者,0.0
181,古川裕大,1.8125209,打者,1.0
182,古市尊,-0.7235751,打者,1.0
183,古田島成龍,-0.37913,投手,
184,古謝樹,0.18160029,投手,
185,古賀悠斗,-0.75827175,打者,1.0
186,吉川尚輝,-0.5218754,打者,1.0
187,吉川雄大,-0.07390149,投手,
188,吉村貢司郎,-2.8802228,投手,
189,吉田凌,-2.0101163,投手,
190,吉田賢吾,0.049691405,打者,1.0
191,吉田輝星,0.6889412,投手,
192,吉野光樹,-0.4484975,投手,
193,周東佑京,-0.32279575,打者,2.0
194,味谷大誠,0.16814877,打者,1.0
195,和田康士朗,0.7353522,打者,0.0
196,和田毅,0.573322,投手,
197,唐川侑己,-0.27115557,投手,
198,喜多隆介,0.26147604,打者,1.0
199,嘉弥真新也,0.22621828,投手,
200,国吉佑樹,-0.18449034,投手,
201,土生翔太,1.4288863,投手,
202,坂井陽翔,-0.37273076,投手,
203,坂倉将吾,0.20331617,打者,2.0
204,坂本光士郎,0.95185214,投手,
205,坂本勇人,-0.15062277,打者,1.0
206,坂本裕哉,-0.21330908,投手,
207,坂本誠志郎,0.14709374,打者,0.0
208,堀内謙伍,-0.27232206,打者,1.0
209,堀岡隼人,-0.30570543,投手,
210,堀瑞輝,0.3030588,投手,
211,堀田賢慎,-1.3000454,投手,
212,堂林翔太,1.181022,打者,2.0
213,塩見泰隆,-0.69876677,打者,1.0
214,塹江敦哉,0.71940976,投手,
215,増田大輝,-0.44896737,打者,2.0
216,増田珠,0.51045364,打者,2.0
217,増田達至,-1.1150801,投手,
218,増田陸,-0.9413774,打者,1.0
219,外崎修汰,1.4149489,打者,2.0
220,大下誠一郎,-0.48500767,打者,1.0
221,大勢,-2.8698597,投手,
222,大和,0.13636585,打者,1.0
223,大城卓三,-0.2465531,打者,1.0
224,大城滉二,0.8952062,打者,2.0
225,大山凌,1.1728799,投手,
226,大山悠輔,0.84627694,打者,0.0
227,大島洋平,0.83074546,打者,2.0
228,大江竜聖,0.5111076,投手,
229,大津亮介,0.796777,投手,
230,大瀬良大地,-0.13147499,投手,
231,大盛穂,-0.021306377,打者,2.0
232,大竹耕太郎,0.82280463,投手,
233,大西広樹,0.00947355,投手,
234,大谷輝龍,0.5379264,投手,
235,大貫晋一,-1.0590771,投手,
236,大道温貴,-0.6847402,投手,
237,大里昂生,-0.0428729,打者,2.0
238,大野雄大,-0.88806576,投手,
239,大関友久,1.512935,投手,
240,太田光,0.8652983,打者,1.0
241,太田椋,-2.1985002,打者,2.0
242,太田賢吾,0.99065423,打者,1.0
243,奈良間大己,1.3544031,打者,2.0
244,奥川恭伸,-1.1043842,投手,
245,奥村光一,1.0052152,打者,1.0
246,宇佐見真吾,0.28362355,打者,1.0
247,宇田川優希,-0.61860687,投手,
248,宇草孔基,0.906287,打者,1.0
249,安田尚憲,1.1548591,打者,0.0
250,安田悠馬,0.13415591,打者,1.0
251,安達了一,0.69259447,打者,1.0
252,宋家豪,-2.6686976,投手,
253,宗佑磨,-1.018589,打者,2.0
254,宜保翔,-1.9860255,打者,1.0
255,宮城大弥,0.50138783,投手,
256,宮城滝太,0.17883776,投手,
257,宮崎一樹,-0.41083053,打者,1.0
258,宮川哲,-0.07247486,投手,
259,宮本丈,-0.021863699,打者,1.0
260,宮森智志,-0.4751386,投手,
261,宮西尚生,-1.1835307,投手,
262,宮﨑敏郎,1.0326432,打者,2.0
263,富山凌雅,0.3031761,投手,
264,富田蓮,0.33860803,投手,
265,寺地隆成,0.62940633,打者,0.0
266,小園健太,0.35250822,投手,
267,小園海斗,0.68342793,打者,2.0
268,小孫竜二,2.1488285,投手,
269,小島和哉,-0.7309242,投手,
270,小川泰弘,-2.0286193,投手,
271,小川龍成,0.5733321,打者,0.0
272,小幡竜平,0.093894534,打者,0.0
273,小木田敦也,0.07411612,投手,
274,小林誠司,0.78927064,打者,1.0
275,小森航大郎,1.66142,打者,1.0
276,小深田大翔,0.69766545,打者,2.0
277,小澤怜史,-1.1007022,投手,
278,小田裕也,1.1336186,打者,1.0
279,小笠原慎之介,0.3451001,投手,
280,小郷裕哉,0.7363656,打者,2.0
281,小野寺暖,0.041370764,打者,1.0
282,小野郁,-0.22869751,投手,
283,尾仲祐哉,-1.9712315,投手,
284,尾形崇斗,0.11165687,投手,
285,尾田剛樹,0.08913101,打者,2.0
286,山下舜平大,0.6141689,投手,
287,山口航輝,0.6375142,打者,1.0
288,山岡泰輔,0.95824367,投手,
289,山崎晃大朗,0.2862503,打者,1.0
290,山川穂高,-0.3205697,打者,2.0
291,山本大斗,0.44139746,打者,2.0
292,山本大貴,1.9604932,投手,
293,山本拓実,0.29754105,投手,
294,山本泰寛,0.65416074,打者,2.0
295,山本祐大,-0.3271501,打者,2.0
296,山村崇嘉,0.34081045,打者,2.0
297,山浅龍之介,0.1960765,打者,1.0
298,山瀬慎之助,-1.0976596,打者,1.0
299,山田修義,-0.24507181,投手,
300,山田哲人,-1.6482652,打者,2.0
301,山田遥楓,-0.4747519,打者,1.0
302,山足達也,2.094635,打者,2.0
303,山野太一,-0.1874471,投手,
304,山野辺翔,2.4445064,打者,2.0
305,山﨑伊織,-0.95979565,投手,
306,山﨑剛,1.9899701,打者,1.0
307,山﨑康晃,-0.02726738,投手,
308,山﨑福也,-1.2000173,投手,
309,山﨑颯一郎,-0.5094108,投手,
310,岡大海,-0.79582304,打者,0.0
311,岡島豪郎,0.9291351,打者,1.0
312,岡本和真,2.3206322,打者,2.0
313,岡林勇希,-1.8525165,打者,2.0
314,岡田悠希,0.30705205,打者,2.0
315,岡田雅利,-0.01403688,打者,1.0
316,岡留英貴,-0.68843657,投手,
317,岩下大輝,0.52126586,投手,
318,岩井俊介,0.56350315,投手,
319,岩崎優,-0.21571437,投手,
320,岩嵜翔,-0.33777693,投手,
321,岩田幸宏,-0.24398749,打者,2.0
322,岩貞祐太,-2.2396867,投手,
323,岸孝之,-0.3260901,投手,
324,岸潤一郎,0.3869475,打者,2.0
325,岸田行倫,-0.22477353,打者,2.0
326,島内宏明,0.7141658,打者,1.0
327,島内颯太郎,0.21907413,投手,
328,島本浩也,-0.9032669,投手,
329,島田海吏,0.8176644,打者,1.0
330,嶺井博希,-0.24349155,打者,2.0
331,川原陸,0.32066405,投手,
332,川村友斗,-0.274283,打者,1.0
333,川瀬堅斗,-0.88052094,投手,
334,川瀬晃,1.0574722,打者,2.0
335,川端慎吾,0.61610425,打者,1.0
336,川越誠司,-0.052954353,打者,1.0
337,常廣羽也斗,0.6077605,投手,
338,平井克典,-0.14979692,投手,
339,平内龍太,-2.9991724,投手,
340,平沼翔太,-0.7142816,打者,2.0
341,平良拳太郎,-1.1216716,投手,
342,平良海馬,0.12636593,投手,
343,平良竜哉,-1.1821867,打者,1.0
344,平野佳寿,-0.48761272,投手,
345,床田寛樹,-1.1649674,投手,
346,度会隆輝,1.3091918,打者,1.0
347,廣岡大志,-0.9612505,打者,1.0
348,廣瀨隆太,-1.4593538,打者,1.0
349,廣畑敦也,-0.2444239,投手,
350,弓削隼人,-0.6110296,投手,
351,後藤駿太,0.24101526,打者,1.0
352,徳山壮磨,1.3075898,投手,
353,愛斗,-0.34921545,打者,0.0
354,戸柱恭孝,1.510098,打者,1.0
355,戸郷翔征,0.5441447,投手,
356,才木浩人,2.4293528,投手,
357,才木海翔,0.3814722,投手,
358,日當直喜,-0.9716086,投手,
359,早川隆久,-2.0291953,投手,
360,星知弥,-0.089019775,投手,
361,曽谷龍平,0.558605,投手,
362,會澤翼,-0.6267874,打者,1.0
363,有原航平,1.131956,投手,
364,木下拓哉,-1.601409,打者,1.0
365,木村光,0.18152325,投手,
366,木浪聖也,-0.37016127,打者,1.0
367,木澤尚文,-1.2629443,投手,
368,末包昇大,0.08625092,打者,1.0
369,本田仁海,0.4281859,投手,
370,本田圭佑,1.5896733,投手,
371,杉山一樹,1.3096012,投手,
372,杉山遙希,-0.39088342,投手,
373,杉本裕太郎,-0.1527811,打者,2.0
374,杉浦稔大,0.41511494,投手,
375,杉澤龍,-0.16915408,打者,1.0
376,村上宗隆,0.65118766,打者,2.0
377,村上頌樹,-0.2588307,投手,
378,村松開人,1.6040863,打者,2.0
379,村林一輝,-0.24189578,打者,2.0
380,村田怜音,0.6356489,打者,1.0
381,村田賢一,2.081987,投手,
382,村西良太,-0.76038235,投手,
383,来田涼斗,-0.8920087,打者,2.0
384,東克樹,-1.5506593,投手,
385,東妻勇輔,0.6510992,投手,
386,東妻純平,-0.23450656,打者,1.0
387,東晃平,-0.3303743,投手,
388,東浜巨,0.99979836,投手,
389,松井友飛,-1.0488749,投手,
390,松井颯,0.10312553,投手,
391,松原聖弥,0.35340413,打者,1.0
392,松尾汐恩,-1.2313433,打者,2.0
393,松山晋也,-0.3601559,投手,
394,松山竜平,0.52829427,打者,1.0
395,松川虎生,-0.7362091,打者,1.0
396,松木平優太,0.31103638,投手,
397,松本健吾,0.93517464,投手,
398,松本凌人,0.90824836,投手,
399,松本剛,-1.1310915,打者,2.0
400,松本晴,0.22091441,投手,
401,松本直樹,1.991717,打者,1.0
402,松本竜也,2.2060866,投手,
403,松本航,-0.87425804,投手,
404,松本裕樹,-0.567375,投手,
405,松本隆之介,0.0019992527,投手,
406,松浦慶斗,-0.12631123,投手,
407,松田啄磨,0.4461359,投手,
408,松葉貴大,1.018433,投手,
409,板山祐太郎,0.4025473,打者,2.0
410,林晃汰,-0.3292812,打者,2.0
411,林琢真,0.50176024,打者,2.0
412,柘植世那,2.0206907,打者,1.0
413,柳川大晟,0.2254809,投手,
414,柳田悠岐,0.2763737,打者,1.0
415,柳町達,-2.2070637,打者,2.0
416,柳裕也,-0.09929238,投手,
417,柴田大地,-0.096062146,投手,
418,柴田竜拓,1.0465856,打者,2.0
419,柿沼友哉,-1.3963838,打者,1.0
420,栗原陵矢,-1.0981339,打者,2.0
421,栗山巧,0.8136289,打者,1.0
422,栗林良吏,1.0222764,投手,
423,根尾昂,1.6658384,打者,1.0
424,根本悠楓,0.810321,投手,
425,桐敷拓馬,0.40502143,投手,
426,桑原将志,1.0358675,打者,2.0
427,梅林優貴,0.0118708955,打者,1.0
428,梅津晃大,0.100513175,投手,
429,梅野隆太郎,0.39959896,打者,1.0
430,梅野雄吾,-0.36592245,投手,
431,梶原昂希,0.37197614,打者,2.0
432,梶谷隆幸,-0.44018787,打者,1.0
433,森下暢仁,-0.70795035,投手,
434,森下翔太,0.60839397,打者,0.0
435,森原康平,-0.16963662,投手,
436,森友哉,1.5610359,打者,2.0
437,森唯斗,0.19050941,投手,
438,森敬斗,0.62515604,打者,1.0
439,森浦大輔,-1.0853995,投手,
440,森翔平,1.4240919,投手,
441,椋木蓮,0.6603256,投手,
442,植田海,-0.6826354,打者,1.0
443,楠本泰史,0.7776716,打者,1.0
444,榮枝裕貴,-1.078981,打者,1.0
445,樋口正修,1.720134,打者,1.0
446,横山聖哉,-0.38285184,打者,1.0
447,横山陸人,-0.48524508,投手,
448,横川凱,0.3102518,投手,
449,橋本侑樹,-1.1402601,投手,
450,橋本星哉,-0.44412565,打者,1.0
451,櫻井周斗,-0.046078786,投手,
452,正木智也,-1.6388615,打者,2.0
453,武内夏暉,0.8536748,投手,
454,武岡龍世,-0.13063727,打者,1.0
455,武藤敦貴,1.4582359,打者,2.0
456,比嘉幹貴,-0.6322871,投手,
457,水上由伸,0.64331466,投手,
458,水谷瞬,-1.6841985,打者,2.0
459,水野達稀,0.58030206,打者,2.0
460,江越大賀,1.0878994,打者,1.0
461,池田来翔,-0.08917807,打者,0.0
462,池田陵真,-0.08988602,打者,0.0
463,池田隆英,0.21982302,投手,
464,河野佳,-0.2538329,投手,
465,河野竜生,1.1630964,投手,
466,泉口友汰,-0.038942974,打者,2.0
467,泉圭輔,0.16247357,投手,
468,津森宥紀,0.34091827,投手,
469,津留﨑大成,-1.6690676,投手,
470,浅村栄斗,0.28381953,打者,2.0
471,浅野翔吾,-0.8146307,打者,1.0
472,浜地真澄,-1.3357347,投手,
473,浜屋将太,-0.29468355,投手,
474,海野隆司,1.0381955,打者,1.0
475,涌井秀章,0.7863473,投手,
476,淺間大基,0.51070714,打者,1.0
477,清宮幸太郎,-0.18564104,打者,2.0
478,清宮虎多朗,-0.28445667,投手,
479,清水優心,0.0644288,打者,1.0
480,清水昇,0.73933554,投手,
481,清水達也,0.2613142,投手,
482,渡辺翔太,-0.3177495,投手,
483,渡邉勇太朗,-0.89074856,投手,
484,渡邉諒,0.50456864,打者,1.0
485,渡邊佳明,1.064701,打者,2.0
486,渡部健人,-0.57373875,打者,1.0
487,渡部遼人,-0.32346153,打者,2.0
488,湯浅大,1.3503498,打者,1.0
489,源田壮亮,-0.3896675,打者,1.0
490,滝澤夏央,-1.4702368,打者,1.0
491,滝田一希,0.3295423,投手,
492,漆原大晟,-0.6710958,投手,
493,澤井廉,-1.5335087,打者,1.0
494,澤村拓一,-0.17662397,投手,
495,澤柳亮太郎,0.5607524,投手,
496,澤田圭佑,0.6255406,投手,
497,濱田太貴,0.169709,打者,1.0
498,濵口遥大,-0.3680336,投手,
499,瀧中瞭太,1.0181793,投手,
500,炭谷銀仁朗,0.3109043,打者,1.0
501,熊谷敬宥,1.5772923,打者,0.0
502,牧原大成,-0.24216622,打者,2.0
503,牧秀悟,-0.19625019,打者,1.0
504,牧野翔矢,-1.2222222,打者,1.0
505,玉村昇悟,-0.09784535,投手,
506,生田目翼,1.846539,投手,
507,田中千晴,-0.0076554203,投手,
508,田中和基,-0.98224545,打者,2.0
509,田中将大,1.882626,投手,
510,田中幹也,-0.048929326,打者,2.0
511,田中広輔,0.893739,打者,2.0
512,田中晴也,0.20314987,投手,
513,田中正義,0.31483826,投手,
514,田中瑛斗,-0.17362884,投手,
515,田中貴也,-1.5042223,打者,1.0
516,田口麗斗,0.6486618,投手,
517,田宮裕涼,-0.4656709,打者,2.0
518,田島慎二,0.37721002,投手,
519,田嶋大樹,0.3685082,投手,
520,田村伊知郎,1.3922718,投手,
521,田村俊介,-0.1387643,打者,1.0
522,田村龍弘,-0.2666384,打者,1.0
523,田浦文丸,0.14167917,投手,
524,甲斐拓也,-0.0029209927,打者,2.0
525,甲斐野央,-0.44731635,投手,
526,畔柳亨丞,-0.4034601,投手,
527,畠世周,0.9861267,投手,
528,益田武尚,0.452191,投手,
529,益田直也,0.80973047,投手,
530,矢崎拓也,-0.25990468,投手,
531,矢澤宏太,-0.10475532,打者,1.0
532,矢野雅哉,0.37871772,打者,2.0
533,知野直人,1.2617235,打者,2.0
534,石上泰輝,0.037160505,打者,2.0
535,石井一成,0.20928359,打者,2.0
536,石井大智,2.3924918,投手,
537,石原勇輝,-0.7351561,投手,
538,石原彪,-0.273811,打者,1.0
539,石原貴規,-1.1792618,打者,1.0
540,石垣雅海,-1.081454,打者,1.0
541,石塚綜一郎,0.30233505,打者,1.0
542,石山泰稚,0.46983245,投手,
543,石川亮,-0.2185528,打者,1.0
544,石川慎吾,-0.19574057,打者,1.0
545,石川昂弥,1.4648658,打者,1.0
546,石川柊太,-0.5358695,投手,
547,石川歩,-1.5064069,投手,
548,石川達也,-1.3356164,投手,
549,石川雅規,0.04108559,投手,
550,石橋康太,1.3729914,打者,1.0
551,石田健大,-2.0369773,投手,
552,石田裕太郎,0.13782708,投手,
553,石黒佑弥,0.15567368,投手,
554,磯村嘉孝,2.0953019,打者,1.0
555,祖父江大輔,-2.1475954,投手,
556,神里和毅,-0.19937412,打者,2.0
557,福島蓮,0.45866194,投手,
558,福敬登,-1.4271017,投手,
559,福永奨,-0.9643795,打者,1.0
560,福永裕基,0.97578776,打者,1.0
561,福田俊,1.7045819,投手,
562,福田光輝,0.26864305,打者,1.0
563,福田周平,0.8109963,打者,2.0
564,福谷浩司,1.3524855,投手,
565,秋山翔吾,-0.4761301,打者,1.0
566,秋広優人,0.44717598,打者,1.0
567,種市篤暉,1.054613,投手,
568,立岡宗一郎,1.040375,打者,1.0
569,笹川吉康,1.355401,打者,1.0
570,筒香嘉智,-0.1833131,打者,2.0
571,糸原健斗,1.051852,打者,2.0
572,糸川亮太,-0.31455222,投手,
573,紅林弘太郎,-0.48975456,打者,2.0
574,細川凌平,0.978278,打者,1.0
575,細川成也,0.55980694,打者,1.0
576,細野晴希,-0.7370193,投手,
577,緒方理貢,1.3750871,打者,2.0
578,美馬学,0.9294193,投手,
579,羽月隆太郎,-0.58329767,打者,1.0
580,羽田慎之介,-1.3629265,投手,
581,與座海人,0.100080326,投手,
582,船迫大雅,1.3867855,投手,
583,若月健矢,-1.4534007,打者,1.0
584,若林楽人,0.75905085,打者,2.0
585,茂木栄五郎,-2.2354536,打者,1.0
586,茶谷健太,-0.5898244,打者,0.0
587,茶野篤政,-1.1305223,打者,1.0
588,荘司康誠,-1.6079189,投手,
589,荻野貴司,0.058045954,打者,1.0
590,菅井信也,0.5461304,投手,
591,菅野智之,-0.037745085,投手,
592,菊地吏玖,-0.99170554,投手,
593,菊池涼介,1.1894771,打者,1.0
594,萩尾匡也,-0.41006887,打者,1.0
595,藤井皓哉,-0.24777275,投手,
596,藤井聖,-0.4903085,投手,
597,藤原恭大,1.8895799,打者,0.0
598,藤岡裕大,0.76614314,打者,0.0
599,藤嶋健人,0.43396837,投手,
600,藤平尚真,-0.8102807,投手,
601,蛭間拓哉,-0.22226542,打者,1.0
602,蝦名達夫,-0.017485779,打者,2.0
603,西勇輝,-1.4059854,投手,
604,西垣雅矢,0.5059149,投手,
605,西川愛也,-1.9245666,打者,2.0
606,西川遥輝,0.2089478,打者,0.0
607,西川龍馬,-0.732712,打者,2.0
608,西村天裕,0.14835614,投手,
609,西浦直亨,0.51626134,打者,1.0
610,西田明央,0.2141053,打者,1.0
611,西純矢,0.5220312,投手,
612,西舘勇陽,-0.5652716,投手,
613,西野勇士,-2.1025498,投手,
614,西野真弘,0.07897914,打者,2.0
615,角中勝也,-1.1781085,打者,1.0
616,谷川原健太,-0.71625364,打者,1.0
617,豆田泰志,0.77564967,投手,
618,豊田寛,-0.7562492,打者,1.0
619,赤星優志,-0.7215947,投手,
620,赤羽由紘,-2.0302424,打者,2.0
621,辰己涼介,-1.1729976,打者,2.0
622,辰見鴻之介,0.13231024,打者,1.0
623,辻本倫太郎,1.471926,打者,1.0
624,近本光司,2.1879308,打者,0.0
625,近藤健介,-0.13475296,打者,2.0
626,進藤勇也,0.48069972,打者,1.0
627,達孝太,0.39854598,投手,
628,遠藤淳志,0.29909042,投手,
629,郡司裕也,1.0859941,打者,2.0
630,郡拓也,-1.4211911,打者,1.0
631,酒居知史,-0.68991774,投手,
632,重信慎之介,-0.59210134,打者,1.0
633,野口恭佑,1.8571833,打者,1.0
634,野口智哉,-0.5390457,打者,2.0
635,野村佑希,-0.90818286,打者,1.0
636,野村勇,0.49892434,打者,1.0
637,野村大樹,-0.9420575,打者,2.0
638,野村祐輔,1.8037046,投手,
639,野間峻祥,1.4332423,打者,1.0
640,金久保優斗,0.42156592,投手,
641,金子侑司,-0.21509057,打者,1.0
642,金村尚真,0.7600762,投手,
643,鈴木健矢,-0.5620435,投手,
644,鈴木博志,-0.69430393,投手,
645,鈴木叶,-1.5668743,打者,1.0
646,鈴木大地,1.4255519,打者,2.0
647,鈴木将平,-0.39618033,打者,1.0
648,鈴木昭汰,-0.6068087,投手,
649,鈴木翔天,-0.7676882,投手,
650,鍵谷陽平,0.5350681,投手,
651,長坂拳弥,-0.86848605,打者,1.0
652,長岡秀樹,0.97490793,打者,2.0
653,長谷川信哉,-0.12301441,打者,1.0
654,長谷川威展,-0.7396459,投手,
655,長谷川宙輝,-0.21604387,投手,
656,長谷部銀次,-3.13858,投手,
657,長野久義,0.9974936,打者,1.0
658,門別啓人,-1.5418164,投手,
659,門脇誠,0.33985454,打者,2.0
660,関根大気,-0.16942191,打者,1.0
661,阪口皓亮,0.76456505,投手,
662,阿部寿樹,2.1037247,打者,2.0
663,阿部翔太,-0.6332109,投手,
664,陽川尚将,-0.80537486,打者,1.0
665,隅田知一郎,2.4791462,投手,
666,青山美夏人,-0.83206993,投手,
667,青木宣親,1.1131699,打者,1.0
668,青柳晃洋,0.38177896,投手,
669,韮澤雄也,-0.046798993,打者,1.0
670,頓宮裕真,1.1354117,打者,2.0
671,馬場皐輔,-0.4321905,投手,
672,高木渉,0.20906845,打者,1.0
673,高梨裕稔,0.335789,投手,
